product_id,product_name,product_link,review_id,review_title,review_content,review_rating,reviewer,publish_date,reviewer_company_size,video_link,review_link
1204,RoboForm,https://www.g2.com/products/roboform/reviews,4776544,NOT GIVEN,"What do you like best about RoboForm?
Roboform is available on all platforms and is integrated tightly ont he varying operating systems.  On IOS on my iPhone I am able to easily utilize RoboForm over Apples own solution.

On the business side - i can easily control who should be in which groups enabling seperation of duty.

What do you dislike about RoboForm?
Would like to have even a small (100MB) shared secure file area in addition to shared notes for items that need protection but better managed as a file than a shared note.

Would like to be able to have a single log in that lets me switch between multilple RoboForm accounts.  I am an administrator across multiple companies and logging in and out is inconvenient.

Recommendations to others considering RoboForm:
Relying upon browser or OS specific password stores is not a viable long term solution.  RoboForm has been around for years and is rock solid.

What problems is RoboForm solving and how is that benefiting you?
Storing all of my passwords and key items that need protection yet available from wherever I happen to be.  Managing who can see what is very helpful.",5.0,"Name: Ken G.
Job Title: President
Link: https://www.g2.com/users/b5074457-5587-4446-899e-7ea198c41fb7",2024-03-19,Small-Business(50 or fewer emp.),,https://www.g2.com/products/roboform/reviews/roboform-review-4776544
1204,RoboForm,https://www.g2.com/products/roboform/reviews,9444658,NOT GIVEN,"What do you like best about RoboForm?
We have few office PCs and few iphones we use for work and we do like that it works cross platofrm well.
We used it for few years now and it's worth the money. It's not super compatible with all computers and maybe it's not as secured as some of the other software, but for an average user like us, it solved a lot of my business problems in keeping all of our 100s of logins in one place.
We got used to it quickly and we use it on daily basis.
It was easy to set up and install it on all of our devices so that helped a lot. The online sync between devices is a nice feature and its easy to see what device takes priority when there are conflics in passwords.
Overall, we are happy with the product and I thinks its worth the money. They came a long way in the last few years for sure.

What do you dislike about RoboForm?
I wish it would have face ID on our iphones to log in quickly and I know we have some compatibility isses with android phones and PCs, but for the most part, we got it all worked out and its sufficient.
I'm not sure if different employee access is available to limit what they can see as far as passwords.

What problems is RoboForm solving and how is that benefiting you?
We keep a lot of logins for 100s of customers devices and it would be imposible to easily track all of that. The software makes it very simple and I like that it prompts us to save when we log in. Makes it easy not have extra steps.",3.5,"Name: Peter H.
Job Title: NOT GIVEN
Link: https://www.g2.com/users/77239f96-cded-4472-adac-d98cb4fd218e",2024-03-18,Small-Business(50 or fewer emp.),,https://www.g2.com/products/roboform/reviews/roboform-review-9444658
1204,RoboForm,https://www.g2.com/products/roboform/reviews,9415784,NOT GIVEN,"What do you like best about RoboForm?
I use Roboform everyday for work. It's very easy to add new users and use across multiple platforms. The browser extension is a great tool. It's a secure way to store and share passwords for an individual or enterprise use. Users are easily integrated and may be given access to creditials with the option to either allow them to update/edit them or give them no access to change or view the credentials and only use them.

What do you dislike about RoboForm?
Differientiating between folder use and user groups doesn't seem so clear. Even after extensively reviewing their online guides, from an enterprise perspective, I would like to be able to save certain credentials to a folder, and then share that folder among users and/or groups. Intially,  had issues with the browser extension ""not connecting"" which made me believe my password was not input correctly. I would have to go directly to the website in order for the extension to connect correctly. This was resolved when I downloaded the desktop application. No longer had issues with executing the browser extension.

What problems is RoboForm solving and how is that benefiting you?
Securely sharing credentials without directly giving users sentive information.",4.0,"Name: Tiffany H.
Job Title: NOT GIVEN
Link: https://www.g2.com/users/a625dc87-a994-43e4-bdd4-0f5329eb2c90",2024-03-12,Mid-Market(51-1000 emp.),,https://www.g2.com/products/roboform/reviews/roboform-review-9415784
1204,RoboForm,https://www.g2.com/products/roboform/reviews,9415488,NOT GIVEN,"What do you like best about RoboForm?
It's always on, for any website it's able to pop up and suggest my saved password. I like the password generator too, it's fully customisable and saves me time to use strong passwords. Moreover, I like the way I can organise my thousands of passwords in folders and use notes. I think there are plenty of other features I never used, and will. I also use the personal profiles utility, very useful when I have to subscribe to new services or register to a new website.
Another feature I appreciate is that I can synchronize my devices, so I'm always sure that wherever I'm creating/modifying a password it's automatically saved on my computers and mobile devices. I use it everywhere and daily (my job is 100% computer-based, so I start to use passwords early in the morning and end late in the evening, without a password manager I would be lost in a few minutes.

What do you dislike about RoboForm?
What I think could be improved is its integration with local applications, not web-based. I know it's an hard task but sometimes it has been able to intercept and provide me the passowrd for appliation too.

What problems is RoboForm solving and how is that benefiting you?
I have thousands of online registrations and never use the same password or easy password for security reasons. So, I surely need a apssword manager. I started many years ago with RoboForm and never had the need to change product.",4.0,"Name: Roberto C.
Job Title: NOT GIVEN
Link: https://www.g2.com/users/5a3e0978-a5e1-43c4-8246-a4598a34108b",2024-03-12,Small-Business(50 or fewer emp.),,https://www.g2.com/products/roboform/reviews/roboform-review-9415488
1204,RoboForm,https://www.g2.com/products/roboform/reviews,9415441,NOT GIVEN,"What do you like best about RoboForm?
Roboform makes it exceptionally simple to add login information for all of our clients in a secure platform that only our team can access. The automatic nature of the login capture provides oversight for even the least likely among us to save login information. It also gives an opportunity to save all of the information in an organized way with layers of access for different roles.

What do you dislike about RoboForm?
For our clients, it would be great if they could easily share their credentials directly into the software. I would like it to be simpler to set up 2 factor authentication through Roboform - or to have technical help to set this up forsome of our accounts. This is the biggest sticking point for us and would make a world of difference for our team. An easy way to find duplicate logins would be helpful as well.

What problems is RoboForm solving and how is that benefiting you?
Roboform solves issues we have had with different members of our team not having account access when it's needed. It has saved us time, energy, frustration and looking unprofessional in front of clients.",4.0,"Name: Cathy E.
Job Title: Managing Director at Hot Dog Marketing
Link: https://www.g2.com/users/e67a1b21-b84c-4cdf-86cd-f3ce60965d13",2024-03-12,Small-Business(50 or fewer emp.),,https://www.g2.com/products/roboform/reviews/roboform-review-9415441
1204,RoboForm,https://www.g2.com/products/roboform/reviews,9495157,NOT GIVEN,"What do you like best about RoboForm?
Roboform has been a consistently solid password manager for many years.  I like how easy it is to use both in the browser and the mobile app.  Customer support is always very helpful.  The security checkup feature allows our users to see which of their passwords have been exposed in breaches.  We use the program every day and would be lost without it!

What do you dislike about RoboForm?
Sometimes duplicate passcards get created if the users aren't paying attention when saving updated credentials.  This causes confusion because they don't know which version to use.  It would be nice if there was a feature that allowed them to scan for duplicates and choose the most current set of credentials.

What problems is RoboForm solving and how is that benefiting you?
Keeping all of our various credentials secure and allowing us to use random passphrases rather than easily guessable passwords.",5.0,"Name: Jason S.
Job Title: NOT GIVEN
Link: https://www.g2.com/users/8f33e9e3-0b62-428e-9c18-18292132f541",2024-04-01,Mid-Market(51-1000 emp.),,https://www.g2.com/products/roboform/reviews/roboform-review-9495157
1204,RoboForm,https://www.g2.com/products/roboform/reviews,8883304,NOT GIVEN,"What do you like best about RoboForm?
Form filling is quite precise comparing to other solutions like BitWarden. The implementation was quite straightforward with easy passwords import. I did not have to contact customer support much but when I did, the response was quick and helpful. RoboForm is used in our business on a daily basis. It has all necessary features including 2FA. We haven't integrated RoboForm with anything yet so can't comment on their API.

What do you dislike about RoboForm?
RoboForm autofill does not work on some sites but comparing to other solutions it works on most. Separate link for admin panel is not very convenient and admin panel interface could be better.

What problems is RoboForm solving and how is that benefiting you?
RoboForm gives us passwords security that we need for our business. It also allows to access the passwords quickly and securely on multiple devices.",4.5,"Name: Vladimir P.
Job Title: Ecommerce Director
Link: https://www.g2.com/users/57e35538-2ea8-4174-a3aa-1c16bb00779e",2024-03-14,Mid-Market(51-1000 emp.),,https://www.g2.com/products/roboform/reviews/roboform-review-8883304
1204,RoboForm,https://www.g2.com/products/roboform/reviews,9425192,NOT GIVEN,"What do you like best about RoboForm?
I love the fact that I can use RoboForm on mulitple devices and sync my data. I also love that I can share passwords securely with other RoboForm users. I use it for almost everything from form filling to creating passwords, to remembering all of my information.

What do you dislike about RoboForm?
As with most tools, it is quick and easy to start using, but there is a learning curve when using RoboForm for more advanced features. I've recently moved to the business platform and it is has been a bit confusing to go from personal to business.

What problems is RoboForm solving and how is that benefiting you?
Roboform helps me create unique passwords and save them, fill out forms, and securely save all of my personal information.",5.0,"Name: Sharon W.
Job Title: CEO
Link: https://www.g2.com/users/feedd9cb-e4ed-4ce6-bd2d-0ba798f81f41",2024-03-14,Small-Business(50 or fewer emp.),,https://www.g2.com/products/roboform/reviews/roboform-review-9425192
1204,RoboForm,https://www.g2.com/products/roboform/reviews,9419389,NOT GIVEN,"What do you like best about RoboForm?
I love how useful it is.  I have been using it over 20 years.  I ported everything over from Gator.  I use it on all my devices.  I store logins for everything, using the password generator to create complex unique passwords for all sites.  I moved client passord lists from Outlook to Roboform Safenotes many years ago.  I have a personal Safenote storing my list of medications to use at doctors offices.  I love how well it works with all Windows devices.  It is so easy to install and get working on all devices.  I started a new job a couple of years ago.  The first thing I did was move my account to the domain at my job, and purchase Roboform for all administrative staff.  I ABSOLUTELY LOVE information sharing with other Roboform users...I am very glad it allows sharing to any Roboform user rather than only users in my organization.

What do you dislike about RoboForm?
I have problems in that it has not been offering to save or fill in Android.  I miss Roboform ToGo.  I didn't like when Roboform merged web site login and Master Password...I liked having seperation.

What problems is RoboForm solving and how is that benefiting you?
Keeping my data secure.  Keeping IT client data and logins secure.  Password management with other people is much better and more reliable.",5.0,"Name: Arvis H.
Job Title: NOT GIVEN
Link: https://www.g2.com/users/fb1c716b-81da-4ed9-96dd-b011c9b48d55",2024-03-13,Small-Business(50 or fewer emp.),,https://www.g2.com/products/roboform/reviews/roboform-review-9419389
1204,RoboForm,https://www.g2.com/products/roboform/reviews,9416158,NOT GIVEN,"What do you like best about RoboForm?
Roboform enables me to do what password managers do best:  easily secure passwords for my accounts and log into them with a single click.  I use Roboform every day and it was seamless to setup for my team.  I can leverage their Safenotes to store additional information, similar to any other note taking tool.  I'm even able to search my individual notes when I know what I'm looking for.  I use Roboform for Business, and as an admin I find it very easy to manage all the accounts.  A nice feature that comes with that are Share Groups that allow for granular access configurations, enabling sharing of passwords & SafeNotes in a safe and effective manner.  To top it all off, Roboform has never been involved in a breach, which gives confidence that my critical information is safe.

What do you dislike about RoboForm?
My biggest complaint with Roboform comes from the Business side of it, specifically when using the mobile app.  When I first sign into the mobile app, I am unable to view any notes/credentials/etc that are located in any shared groups.  I have to refresh multiple times, sometimes having to wait a minute or so between refreshes, before those credentials/notes/etc stored in groups will appear.

What problems is RoboForm solving and how is that benefiting you?
Securey storing passwords is a key area of importance for us.  We want to avoid using browsers, and we want a safe method to exchange passwords with each other.  Roboform does it all.",4.5,"Name: NOT GIVEN
Job Title: NOT GIVEN
Link: NOT GIVEN",2024-03-12,Mid-Market(51-1000 emp.),,https://www.g2.com/products/roboform/reviews/roboform-review-9416158
